clip_id,voice_id,sentence_id,noise_type,snr_db,path,reference_raw,prediction_raw,reference_norm,prediction_norm,wer,cer
voice_02_s024_cafe_-5db,voice_02,s024,cafe,-5,data\noisy_wav\voice_02_s024_cafe_-5db.wav,The red bicycle leaned against the brick wall.,the Red Bicycle Lean Against the Print War.,the red bicycle leaned against the brick wall,the red bicycle lean against the print war,0.375,0.15555555555555556
voice_08_s025_cafe_-5db,voice_08,s025,cafe,-5,data\noisy_wav\voice_08_s025_cafe_-5db.wav,We heard music coming from the upstairs apartment.,We heard music coming from the upstairs apartment.,we heard music coming from the upstairs apartment,we heard music coming from the upstairs apartment,0.0,0.0
voice_04_s006_cafe_-5db,voice_04,s006,cafe,-5,data\noisy_wav\voice_04_s006_cafe_-5db.wav,The train stopped suddenly near the station.,"The train stopped suddenly, near the station.",the train stopped suddenly near the station,the train stopped suddenly near the station,0.0,0.0
voice_03_s005_cafe_-5db,voice_03,s005,cafe,-5,data\noisy_wav\voice_03_s005_cafe_-5db.wav,I heard thunder while walking across campus.,I heard thunder walking across the house.,i heard thunder while walking across campus,i heard thunder walking across the house,0.42857142857142855,0.3023255813953488
voice_08_s045_cafe_-5db,voice_08,s045,cafe,-5,data\noisy_wav\voice_08_s045_cafe_-5db.wav,She closed the book and looked at the clock.,she closed the book and looked at the clock.,she closed the book and looked at the clock,she closed the book and looked at the clock,0.0,0.0
voice_08_s028_cafe_-5db,voice_08,s028,cafe,-5,data\noisy_wav\voice_08_s028_cafe_-5db.wav,The bus driver waited at the corner.,The most driver-weightman in the world.,the bus driver waited at the corner,the most driver weightman in the world,0.5714285714285714,0.42857142857142855
voice_03_s025_cafe_-5db,voice_03,s025,cafe,-5,data\noisy_wav\voice_03_s025_cafe_-5db.wav,We heard music coming from the upstairs apartment.,The track music coming from the upstairs are coming.,we heard music coming from the upstairs apartment,the track music coming from the upstairs are coming,0.5,0.2653061224489796
voice_02_s019_cafe_-5db,voice_02,s019,cafe,-5,data\noisy_wav\voice_02_s019_cafe_-5db.wav,They walked through the park after dinner.,They walked through the park after dinner.,they walked through the park after dinner,they walked through the park after dinner,0.0,0.0
voice_10_s001_cafe_-5db,voice_10,s001,cafe,-5,data\noisy_wav\voice_10_s001_cafe_-5db.wav,The package arrived before noon.,the package right before you go.,the package arrived before noon,the package right before you go,0.6,0.3225806451612903
voice_01_s010_cafe_-5db,voice_01,s010,cafe,-5,data\noisy_wav\voice_01_s010_cafe_-5db.wav,The lights flickered when the storm began.,lights for everybody's door began.,the lights flickered when the storm began,lights for everybody's door began,0.7142857142857143,0.5365853658536586
voice_04_s045_cafe_-5db,voice_04,s045,cafe,-5,data\noisy_wav\voice_04_s045_cafe_-5db.wav,She closed the book and looked at the clock.,"so she calls me Go Transporting in World Trade, and I'm not gonna lie.",she closed the book and looked at the clock,so she calls me go transporting in world trade and i'm not gonna lie,1.3333333333333333,1.1162790697674418
voice_09_s007_cafe_-5db,voice_09,s007,cafe,-5,data\noisy_wav\voice_09_s007_cafe_-5db.wav,He placed the coffee mug beside the window.,I placed a coffee in my hand side to do that.,he placed the coffee mug beside the window,i placed a coffee in my hand side to do that,1.125,0.5714285714285714
voice_02_s035_cafe_-5db,voice_02,s035,cafe,-5,data\noisy_wav\voice_02_s035_cafe_-5db.wav,He checked the map before leaving the hotel.,You check the map before leaving the hotel.,he checked the map before leaving the hotel,you check the map before leaving the hotel,0.25,0.11627906976744186
voice_08_s022_cafe_-5db,voice_08,s022,cafe,-5,data\noisy_wav\voice_08_s022_cafe_-5db.wav,The meeting was moved to a larger room.,The meeting has moved to a larger world.,the meeting was moved to a larger room,the meeting has moved to a larger world,0.25,0.13157894736842105
voice_08_s039_cafe_-5db,voice_08,s039,cafe,-5,data\noisy_wav\voice_08_s039_cafe_-5db.wav,She left her umbrella in the back seat.,You have to own a bow in the back zone.,she left her umbrella in the back seat,you have to own a bow in the back zone,0.875,0.5789473684210527
voice_10_s046_cafe_-5db,voice_10,s046,cafe,-5,data\noisy_wav\voice_10_s046_cafe_-5db.wav,The car engine started after a few tries.,The car indexed out after a long time.,the car engine started after a few tries,the car indexed out after a long time,0.5,0.45
voice_01_s031_cafe_-5db,voice_01,s031,cafe,-5,data\noisy_wav\voice_01_s031_cafe_-5db.wav,Please send the report before the end of the day.,Now set in the report Secretарohadgins',please send the report before the end of the day,now set in the report secret ohadgins',0.9,0.5625
voice_07_s017_cafe_-5db,voice_07,s017,cafe,-5,data\noisy_wav\voice_07_s017_cafe_-5db.wav,Please leave the receipt on the kitchen counter.,"Please, I'm glad to see you don't take some time.",please leave the receipt on the kitchen counter,please i'm glad to see you don't take some time,1.125,0.6808510638297872
voice_09_s009_cafe_-5db,voice_09,s009,cafe,-5,data\noisy_wav\voice_09_s009_cafe_-5db.wav,We ordered soup and bread for lunch.,I don't think I'm right.,we ordered soup and bread for lunch,i don't think i'm right,1.0,0.8
voice_10_s041_cafe_-5db,voice_10,s041,cafe,-5,data\noisy_wav\voice_10_s041_cafe_-5db.wav,He turned off the alarm before going outside.,He turned off the alarm before enabling close-knit break.,he turned off the alarm before going outside,he turned off the alarm before enabling close knit break,0.5,0.4090909090909091
voice_10_s042_cafe_-5db,voice_10,s042,cafe,-5,data\noisy_wav\voice_10_s042_cafe_-5db.wav,The letter was hidden inside the blue envelope.,the Next さ's,the letter was hidden inside the blue envelope,the next 's,0.875,0.8260869565217391
voice_06_s031_cafe_-5db,voice_06,s031,cafe,-5,data\noisy_wav\voice_06_s031_cafe_-5db.wav,Please send the report before the end of the day.,Please send the report before the end of the day.,please send the report before the end of the day,please send the report before the end of the day,0.0,0.0
voice_08_s007_cafe_-5db,voice_08,s007,cafe,-5,data\noisy_wav\voice_08_s007_cafe_-5db.wav,He placed the coffee mug beside the window.,Place the coffee lovers' migraine.,he placed the coffee mug beside the window,place the coffee lovers' migraine,0.75,0.5
voice_02_s027_cafe_-5db,voice_02,s027,cafe,-5,data\noisy_wav\voice_02_s027_cafe_-5db.wav,She folded the blanket and placed it on the chair.,She folded the blanket and placed it on the chair.,she folded the blanket and placed it on the chair,she folded the blanket and placed it on the chair,0.0,0.0
voice_10_s012_cafe_-5db,voice_10,s012,cafe,-5,data\noisy_wav\voice_10_s012_cafe_-5db.wav,The students waited quietly outside the classroom.,The students were requiredly outside the classroom.,the students waited quietly outside the classroom,the students were requiredly outside the classroom,0.2857142857142857,0.16326530612244897
voice_10_s048_cafe_-5db,voice_10,s048,cafe,-5,data\noisy_wav\voice_10_s048_cafe_-5db.wav,The glass bottle rolled under the table.,Nice hotter roll down to the table.,the glass bottle rolled under the table,nice hotter roll down to the table,0.7142857142857143,0.46153846153846156
voice_05_s012_cafe_-5db,voice_05,s012,cafe,-5,data\noisy_wav\voice_05_s012_cafe_-5db.wav,The students waited quietly outside the classroom.,The students were quiet outside the classroom.,the students waited quietly outside the classroom,the students were quiet outside the classroom,0.2857142857142857,0.12244897959183673
voice_03_s002_cafe_-5db,voice_03,s002,cafe,-5,data\noisy_wav\voice_03_s002_cafe_-5db.wav,She forgot her notebook at the library.,"You toominationтерception property that you have, That you have toodore HERE.",she forgot her notebook at the library,you toomination ception property that you have that you have toodore here,1.7142857142857142,1.4210526315789473
voice_07_s035_cafe_-5db,voice_07,s035,cafe,-5,data\noisy_wav\voice_07_s035_cafe_-5db.wav,He checked the map before leaving the hotel.,He checked the man.,he checked the map before leaving the hotel,he checked the man,0.625,0.5813953488372093
voice_08_s012_cafe_0db,voice_08,s012,cafe,0,data\noisy_wav\voice_08_s012_cafe_0db.wav,The students waited quietly outside the classroom.,The students waited quietly outside the classroom.,the students waited quietly outside the classroom,the students waited quietly outside the classroom,0.0,0.0
voice_02_s024_cafe_0db,voice_02,s024,cafe,0,data\noisy_wav\voice_02_s024_cafe_0db.wav,The red bicycle leaned against the brick wall.,the red bicycle named against the free wall.,the red bicycle leaned against the brick wall,the red bicycle named against the free wall,0.25,0.15555555555555556
voice_08_s025_cafe_0db,voice_08,s025,cafe,0,data\noisy_wav\voice_08_s025_cafe_0db.wav,We heard music coming from the upstairs apartment.,We heard music coming from the upstairs room.,we heard music coming from the upstairs apartment,we heard music coming from the upstairs room,0.125,0.16326530612244897
voice_04_s006_cafe_0db,voice_04,s006,cafe,0,data\noisy_wav\voice_04_s006_cafe_0db.wav,The train stopped suddenly near the station.,The train stopped suddenly near the station.,the train stopped suddenly near the station,the train stopped suddenly near the station,0.0,0.0
voice_03_s005_cafe_0db,voice_03,s005,cafe,0,data\noisy_wav\voice_03_s005_cafe_0db.wav,I heard thunder while walking across campus.,I heard thunder will rock in the cross-capers.,i heard thunder while walking across campus,i heard thunder will rock in the cross capers,0.8571428571428571,0.32558139534883723
voice_08_s045_cafe_0db,voice_08,s045,cafe,0,data\noisy_wav\voice_08_s045_cafe_0db.wav,She closed the book and looked at the clock.,She closed the book and looked at the clock.,she closed the book and looked at the clock,she closed the book and looked at the clock,0.0,0.0
voice_08_s028_cafe_0db,voice_08,s028,cafe,0,data\noisy_wav\voice_08_s028_cafe_0db.wav,The bus driver waited at the corner.,The bus driver waited at the corner.,the bus driver waited at the corner,the bus driver waited at the corner,0.0,0.0
voice_03_s025_cafe_0db,voice_03,s025,cafe,0,data\noisy_wav\voice_03_s025_cafe_0db.wav,We heard music coming from the upstairs apartment.,We heard music coming from the upstairs apartment.,we heard music coming from the upstairs apartment,we heard music coming from the upstairs apartment,0.0,0.0
voice_02_s019_cafe_0db,voice_02,s019,cafe,0,data\noisy_wav\voice_02_s019_cafe_0db.wav,They walked through the park after dinner.,They walked through the park after dinner.,they walked through the park after dinner,they walked through the park after dinner,0.0,0.0
voice_10_s001_cafe_0db,voice_10,s001,cafe,0,data\noisy_wav\voice_10_s001_cafe_0db.wav,The package arrived before noon.,The package arrives before noon.,the package arrived before noon,the package arrives before noon,0.2,0.03225806451612903
voice_01_s010_cafe_0db,voice_01,s010,cafe,0,data\noisy_wav\voice_01_s010_cafe_0db.wav,The lights flickered when the storm began.,The lights flickered when the storm began.,the lights flickered when the storm began,the lights flickered when the storm began,0.0,0.0
voice_04_s045_cafe_0db,voice_04,s045,cafe,0,data\noisy_wav\voice_04_s045_cafe_0db.wav,She closed the book and looked at the clock.,She closed the book and looked at the cover.,she closed the book and looked at the clock,she closed the book and looked at the cover,0.1111111111111111,0.09302325581395349
voice_09_s007_cafe_0db,voice_09,s007,cafe,0,data\noisy_wav\voice_09_s007_cafe_0db.wav,He placed the coffee mug beside the window.,You can place the coffee mug beside the window.,he placed the coffee mug beside the window,you can place the coffee mug beside the window,0.375,0.19047619047619047
voice_02_s035_cafe_0db,voice_02,s035,cafe,0,data\noisy_wav\voice_02_s035_cafe_0db.wav,He checked the map before leaving the hotel.,He checked the map before leaving the hotel.,he checked the map before leaving the hotel,he checked the map before leaving the hotel,0.0,0.0
voice_08_s022_cafe_0db,voice_08,s022,cafe,0,data\noisy_wav\voice_08_s022_cafe_0db.wav,The meeting was moved to a larger room.,The meeting was moved to a larger room.,the meeting was moved to a larger room,the meeting was moved to a larger room,0.0,0.0
voice_08_s039_cafe_0db,voice_08,s039,cafe,0,data\noisy_wav\voice_08_s039_cafe_0db.wav,She left her umbrella in the back seat.,She left her umbrella in the back seat.,she left her umbrella in the back seat,she left her umbrella in the back seat,0.0,0.0
voice_10_s046_cafe_0db,voice_10,s046,cafe,0,data\noisy_wav\voice_10_s046_cafe_0db.wav,The car engine started after a few tries.,The car engine started after a few tries.,the car engine started after a few tries,the car engine started after a few tries,0.0,0.0
voice_01_s031_cafe_0db,voice_01,s031,cafe,0,data\noisy_wav\voice_01_s031_cafe_0db.wav,Please send the report before the end of the day.,Please send the report before the other day.,please send the report before the end of the day,please send the report before the other day,0.3,0.14583333333333334
voice_07_s017_cafe_0db,voice_07,s017,cafe,0,data\noisy_wav\voice_07_s017_cafe_0db.wav,Please leave the receipt on the kitchen counter.,"Please, leave the receipt on the kitchen page.",please leave the receipt on the kitchen counter,please leave the receipt on the kitchen page,0.125,0.1276595744680851
voice_09_s009_cafe_0db,voice_09,s009,cafe,0,data\noisy_wav\voice_09_s009_cafe_0db.wav,We ordered soup and bread for lunch.,These are Pretty 보세요д,we ordered soup and bread for lunch,these are pretty,1.0,0.7714285714285715
voice_10_s041_cafe_0db,voice_10,s041,cafe,0,data\noisy_wav\voice_10_s041_cafe_0db.wav,He turned off the alarm before going outside.,He turned off the alarm before going outside.,he turned off the alarm before going outside,he turned off the alarm before going outside,0.0,0.0
voice_10_s042_cafe_0db,voice_10,s042,cafe,0,data\noisy_wav\voice_10_s042_cafe_0db.wav,The letter was hidden inside the blue envelope.,The letter was hidden inside the blue umbrella.,the letter was hidden inside the blue envelope,the letter was hidden inside the blue umbrella,0.125,0.15217391304347827
voice_06_s031_cafe_0db,voice_06,s031,cafe,0,data\noisy_wav\voice_06_s031_cafe_0db.wav,Please send the report before the end of the day.,Please send the report before the end of the day.,please send the report before the end of the day,please send the report before the end of the day,0.0,0.0
voice_08_s007_cafe_0db,voice_08,s007,cafe,0,data\noisy_wav\voice_08_s007_cafe_0db.wav,He placed the coffee mug beside the window.,replace the coffee mug for the side of the room.,he placed the coffee mug beside the window,replace the coffee mug for the side of the room,0.875,0.42857142857142855
voice_02_s027_cafe_0db,voice_02,s027,cafe,0,data\noisy_wav\voice_02_s027_cafe_0db.wav,She folded the blanket and placed it on the chair.,She folded the blanket and placed it on the chair.,she folded the blanket and placed it on the chair,she folded the blanket and placed it on the chair,0.0,0.0
voice_10_s012_cafe_0db,voice_10,s012,cafe,0,data\noisy_wav\voice_10_s012_cafe_0db.wav,The students waited quietly outside the classroom.,The students waited quietly outside the classroom.,the students waited quietly outside the classroom,the students waited quietly outside the classroom,0.0,0.0
voice_10_s048_cafe_0db,voice_10,s048,cafe,0,data\noisy_wav\voice_10_s048_cafe_0db.wav,The glass bottle rolled under the table.,The glass bottle goes under the table.,the glass bottle rolled under the table,the glass bottle goes under the table,0.14285714285714285,0.10256410256410256
voice_05_s012_cafe_0db,voice_05,s012,cafe,0,data\noisy_wav\voice_05_s012_cafe_0db.wav,The students waited quietly outside the classroom.,The students waited quietly outside the classroom.,the students waited quietly outside the classroom,the students waited quietly outside the classroom,0.0,0.0
voice_03_s002_cafe_0db,voice_03,s002,cafe,0,data\noisy_wav\voice_03_s002_cafe_0db.wav,She forgot her notebook at the library.,She forgot her notebook if the line broke.,she forgot her notebook at the library,she forgot her notebook if the line broke,0.42857142857142855,0.21052631578947367
voice_07_s035_cafe_0db,voice_07,s035,cafe,0,data\noisy_wav\voice_07_s035_cafe_0db.wav,He checked the map before leaving the hotel.,He checked the map. He's ready to go to him.,he checked the map before leaving the hotel,he checked the map he's ready to go to him,0.75,0.4186046511627907
voice_08_s012_cafe_5db,voice_08,s012,cafe,5,data\noisy_wav\voice_08_s012_cafe_5db.wav,The students waited quietly outside the classroom.,The students waited quietly outside the classroom.,the students waited quietly outside the classroom,the students waited quietly outside the classroom,0.0,0.0
voice_02_s024_cafe_5db,voice_02,s024,cafe,5,data\noisy_wav\voice_02_s024_cafe_5db.wav,The red bicycle leaned against the brick wall.,the red bicycle leaned against the brick wall.,the red bicycle leaned against the brick wall,the red bicycle leaned against the brick wall,0.0,0.0
voice_08_s025_cafe_5db,voice_08,s025,cafe,5,data\noisy_wav\voice_08_s025_cafe_5db.wav,We heard music coming from the upstairs apartment.,We heard music coming from the upstairs apartment.,we heard music coming from the upstairs apartment,we heard music coming from the upstairs apartment,0.0,0.0
voice_04_s006_cafe_5db,voice_04,s006,cafe,5,data\noisy_wav\voice_04_s006_cafe_5db.wav,The train stopped suddenly near the station.,The train stopped suddenly near the station.,the train stopped suddenly near the station,the train stopped suddenly near the station,0.0,0.0
voice_03_s005_cafe_5db,voice_03,s005,cafe,5,data\noisy_wav\voice_03_s005_cafe_5db.wav,I heard thunder while walking across campus.,I heard thunder while walking across campus.,i heard thunder while walking across campus,i heard thunder while walking across campus,0.0,0.0
voice_08_s045_cafe_5db,voice_08,s045,cafe,5,data\noisy_wav\voice_08_s045_cafe_5db.wav,She closed the book and looked at the clock.,She closed the book and looked at the clock.,she closed the book and looked at the clock,she closed the book and looked at the clock,0.0,0.0
voice_08_s028_cafe_5db,voice_08,s028,cafe,5,data\noisy_wav\voice_08_s028_cafe_5db.wav,The bus driver waited at the corner.,The bus driver waited at the corner.,the bus driver waited at the corner,the bus driver waited at the corner,0.0,0.0
voice_03_s025_cafe_5db,voice_03,s025,cafe,5,data\noisy_wav\voice_03_s025_cafe_5db.wav,We heard music coming from the upstairs apartment.,We heard music coming from the upstairs apartment.,we heard music coming from the upstairs apartment,we heard music coming from the upstairs apartment,0.0,0.0
voice_02_s019_cafe_5db,voice_02,s019,cafe,5,data\noisy_wav\voice_02_s019_cafe_5db.wav,They walked through the park after dinner.,they walk through the park after dinner.,they walked through the park after dinner,they walk through the park after dinner,0.14285714285714285,0.04878048780487805
voice_10_s001_cafe_5db,voice_10,s001,cafe,5,data\noisy_wav\voice_10_s001_cafe_5db.wav,The package arrived before noon.,The package arrived before noon.,the package arrived before noon,the package arrived before noon,0.0,0.0
voice_01_s010_cafe_5db,voice_01,s010,cafe,5,data\noisy_wav\voice_01_s010_cafe_5db.wav,The lights flickered when the storm began.,The lights flickered when the storm began.,the lights flickered when the storm began,the lights flickered when the storm began,0.0,0.0
voice_04_s045_cafe_5db,voice_04,s045,cafe,5,data\noisy_wav\voice_04_s045_cafe_5db.wav,She closed the book and looked at the clock.,She closed the book and looked at the clock.,she closed the book and looked at the clock,she closed the book and looked at the clock,0.0,0.0
voice_09_s007_cafe_5db,voice_09,s007,cafe,5,data\noisy_wav\voice_09_s007_cafe_5db.wav,He placed the coffee mug beside the window.,Place the coffee mug beside the window.,he placed the coffee mug beside the window,place the coffee mug beside the window,0.25,0.09523809523809523
voice_02_s035_cafe_5db,voice_02,s035,cafe,5,data\noisy_wav\voice_02_s035_cafe_5db.wav,He checked the map before leaving the hotel.,He checked the map before leaving the hotel.,he checked the map before leaving the hotel,he checked the map before leaving the hotel,0.0,0.0
voice_08_s022_cafe_5db,voice_08,s022,cafe,5,data\noisy_wav\voice_08_s022_cafe_5db.wav,The meeting was moved to a larger room.,The meeting was moved to a larger room.,the meeting was moved to a larger room,the meeting was moved to a larger room,0.0,0.0
voice_08_s039_cafe_5db,voice_08,s039,cafe,5,data\noisy_wav\voice_08_s039_cafe_5db.wav,She left her umbrella in the back seat.,She left her umbrella in the back seat.,she left her umbrella in the back seat,she left her umbrella in the back seat,0.0,0.0
voice_10_s046_cafe_5db,voice_10,s046,cafe,5,data\noisy_wav\voice_10_s046_cafe_5db.wav,The car engine started after a few tries.,The car engine started after a few tries.,the car engine started after a few tries,the car engine started after a few tries,0.0,0.0
voice_01_s031_cafe_5db,voice_01,s031,cafe,5,data\noisy_wav\voice_01_s031_cafe_5db.wav,Please send the report before the end of the day.,Please send a report before the end of the day.,please send the report before the end of the day,please send a report before the end of the day,0.1,0.0625
voice_07_s017_cafe_5db,voice_07,s017,cafe,5,data\noisy_wav\voice_07_s017_cafe_5db.wav,Please leave the receipt on the kitchen counter.,"Please, read the receipt on the kitchen counter.",please leave the receipt on the kitchen counter,please read the receipt on the kitchen counter,0.125,0.06382978723404255
voice_09_s009_cafe_5db,voice_09,s009,cafe,5,data\noisy_wav\voice_09_s009_cafe_5db.wav,We ordered soup and bread for lunch.,We ordered soup and grape for lunch.,we ordered soup and bread for lunch,we ordered soup and grape for lunch,0.14285714285714285,0.11428571428571428
voice_10_s041_cafe_5db,voice_10,s041,cafe,5,data\noisy_wav\voice_10_s041_cafe_5db.wav,He turned off the alarm before going outside.,He turned off the alarm before going outside.,he turned off the alarm before going outside,he turned off the alarm before going outside,0.0,0.0
voice_10_s042_cafe_5db,voice_10,s042,cafe,5,data\noisy_wav\voice_10_s042_cafe_5db.wav,The letter was hidden inside the blue envelope.,The letter was hidden inside the blue envelope.,the letter was hidden inside the blue envelope,the letter was hidden inside the blue envelope,0.0,0.0
voice_06_s031_cafe_5db,voice_06,s031,cafe,5,data\noisy_wav\voice_06_s031_cafe_5db.wav,Please send the report before the end of the day.,Please send the report before the end of the day.,please send the report before the end of the day,please send the report before the end of the day,0.0,0.0
